KEY	UK	EN	DE	FR
Narration/&DLC3_Undermountain_Informant_5_Informant_NPC	Дана та Ейвар, двоє наших солдатів, кілька разів пропустили свої зміни.	Dana and Eivar, two of our soldiers, have missed their shifts on several occasions recently.	Dana and Eivar, two of our soldiers, have missed their shifts on several occasions recently.	Dana and Eivar, two of our soldiers, have missed their shifts on several occasions recently.
Narration/&DLC3_Undermountain_Informant_6_Informant_NPC	Також… до того, як колодязь закрили, я бачив, як з нього виходять солдати…	Also… before the well was condemned, I saw soldiers coming out of it…	Also… before the well was condemned, I saw soldiers coming out of it…	Also… before the well was condemned, I saw soldiers coming out of it…
Narration/&DLC3_Undermountain_Informant_7_Informant_NPC	…незважаючи на те, що доступ суворо заборонено.	…despite access being strictly forbidden.	…despite access being strictly forbidden.	…despite access being strictly forbidden.
Narration/&DLC3_Undermountain_Informant_8_Informant_NPC	Цікаво, що ти шукаєш.	I wonder what you're looking for.	I wonder what you're looking for.	I wonder what you're looking for.
Narration/&DLC3_Undermountain_Lava_1_Survivor_NPC	Вороги… Вони запечатали канали… лава повинна текти…	Enemies… They sealed the ducts… lava must flow…	Feinde … Sie haben die Kanäle versiegelt … die Lava muss fließen …	Enemies… They sealed the ducts… lava must flow…
Narration/&DLC3_Undermountain_Lava_2_Survivor_NPC	Візьміть ці креслення… вони допоможуть вам відновити потік лави.	Take these blueprints… they will help you restore the lava flow.	Nehmt diese Baupläne … sie werden Euch helfen, den Lavastrom zum Fließen zu bringen.	Take these blueprints… they will help you restore the lava flow.
Narration/&DLC3_Undermountain_MeetBrodir10_NOAUDIO_ChoiceA	Пакт Когтя	The Pact of the Claw	Der Pakt der Klaue	The Pact of the Claw
Narration/&DLC3_Undermountain_MeetBrodir11_NOAUDIO_ChoiceB	Туннель	The tunnel	Der Tunnel	The tunnel
Narration/&DLC3_Undermountain_MeetBrodir12_NOAUDIO_ChoiceC	Розбійники	The bandits	Die Banditen	The bandits
Narration/&DLC3_Undermountain_MeetBrodir13_Player_ChoiceA	Нам потрібен лише Говорин для Пакту Когтя.	We just need a Speaker for the Pact of the Claw.	Wir brauchen nur einen Sprecher für den Pakt der Klaue.	We just need a Speaker for the Pact of the Claw.
Narration/&DLC3_Undermountain_MeetBrodir14_Brodir_ChoiceA	Отже, вам потрібно продовжити вибори голови клану Кескайнен.	Which means you must proceed with the election for head of the Keskainen Clan.	Das heißt, Ihr müsst mit der Wahl des Oberhaupts des Clans Keskainen fortfahren.	Which means you must proceed with the election for head of the Keskainen Clan.
Narration/&DLC3_Undermountain_MeetBrodir15_Brodir_ChoiceA	Набагато менш відповідно, Пакт вас не стосується.	Even more inappropriate, the Pact is none of your business.	Noch unangemessener. Der Pakt geht Euch nichts an.	Even more inappropriate, the Pact is none of your business.
Narration/&DLC3_Undermountain_MeetBrodir15b_Brodir_ChoiceA	Наші традиції вас не стосуються, навіть така безглузда як Пакт Когти.	Our traditions are none of your business, even one as pointless as the Pact of the Claw.	Unsere Traditionen gehen Euch nichts an, auch wenn sie so sinnlos sind wie der Pakt der Klaue.	Our traditions are none of your business, even one as pointless as the Pact of the Claw.
Narration/&DLC3_Undermountain_MeetBrodir16_Player_ChoiceB	Чи є у вас якесь пояснення, чому тунель закрито, незважаючи на лавові канали?	Any idea why the tunnel is closed, despite the lava ducts?	Habt Ihr eine Ahnung, wie der Tunnel trotz der Lavakanäle zufrieren konnte?	Any idea why the tunnel is closed, despite the lava ducts?
Narration/&DLC3_Undermountain_MeetBrodir17_Brodir_ChoiceB	Ні, я відправив солдатів розслідувати. Вони не повернулися.	No, I sent soldiers to investigate. They never came back.	Nein. Ich habe Soldaten angewiesen, es zu untersuchen. Sie sind nicht zurückgekehrt.	No, I sent soldiers to investigate. They never came back.
Narration/&DLC3_Undermountain_MeetBrodir18_Player_ChoiceB	Це все? Ви не шукаєте їх?	That's it? You're not looking for them?	Das ist alles? Ihr sucht nicht nach ihnen?	That's it? You're not looking for them?
Narration/&DLC3_Undermountain_MeetBrodir19_Brodir_ChoiceB	Зараз я не можу відпустити більше військ.	I can't spare more troops right now.	Ich kann gerade keine weiteren Truppen entbehren.	I can't spare more troops right now.
Narration/&DLC3_Undermountain_MeetBrodir1_Brodir_NPC	О, ось вони. Ви хотіли мене побачити?	Ah, here they are. You wanted to see me?	Ah, da sind sie ja. Ihr wolltet mich sehen?	Ah, here they are. You wanted to see me?
Narration/&DLC3_Undermountain_MeetBrodir20_Brodir_NPC	Наша лавова мережа працювала сотні років, все добре.	Our lava network worked for hundreds of years, it's fine.	Unser Lavanetz hat Hunderte von Jahren funktioniert, es ist in Ordnung.	Our lava network worked for hundreds of years, it's fine.
Narration/&DLC3_Undermountain_MeetBrodir21_Player_NPC	Ми чули про активність розбійників.	We heard about bandit activity.	Wir haben etwas über Banditen gehört.	We heard about bandit activity.
Narration/&DLC3_Undermountain_MeetBrodir22_Brodir_NPC	Розбійники не проблема, якщо ти знаєш, як битися.	Bandits are not a problem if you know how to fight.	Banditen sind kein Problem, wenn man kämpfen kann.	Bandits are not a problem if you know how to fight.
Narration/&DLC3_Undermountain_MeetBrodir23_Player_NPC	Можливо, вони спричиняють проблему з потоком лави.	Maybe they're causing the problem with the lava flow.	Vielleicht verursachen sie die Probleme mit dem Lavafluss.	Maybe they're causing the problem with the lava flow.
Narration/&DLC3_Undermountain_MeetBrodir24_Brodir_NPC	Пфф, наша технологія явно вище вашого розуміння.	Pff, our technology is clearly above your comprehension.	Pff, Ihr habt eindeutig keine Ahnung von unserer Technologie.	Pff, our technology is clearly above your comprehension.
Narration/&DLC3_Undermountain_MeetBrodir25_Player_NPC	Ну що ж, ми підемо оглянути цю мережу.	Well, we're going to take a look at this network.	Also gut, wir werden uns dieses Netzwerk mal ansehen.	Well, we're going to take a look at this network.
Narration/&DLC3_Undermountain_MeetBrodir26_Brodir_NPC	Звісно, якщо ви не боїтесь розбійників, ехе.	Sure, if you're not afraid of bandits, eh.	Tut das, sofern Ihr keine Angst vor Banditen habt.	Sure, if you're not afraid of bandits, eh.
Narration/&DLC3_Undermountain_MeetBrodir28_Brodir_NPC	Ви знаєте шлях назовні.	You know the way out.	Ihr findet die Tür selbst.	You know the way out.
Narration/&DLC3_Undermountain_MeetBrodir2_Player_Authority	Так, лорд Стальне Серце, дякую, що надали нам аудиєнцію.	Yes, Lord Steelheart, thank you for granting us an audience.	Ja, Lord Stahlherz, danke, dass Ihr uns eine Audienz gewährt.	Yes, Lord Steelheart, thank you for granting us an audience.
Narration/&DLC3_Undermountain_MeetBrodir3_Brodir_NPC	Як голова свого дому, ви можете звертатися до мене як Перлевіна!	As head of my house, you may address me as Perlevinn!	Da ich das Oberhaupt meines Hauses bin, dürft Ihr mich Perlevinn nennen!	As head of my house, you may address me as Perlevinn!
Narration/&DLC3_Undermountain_MeetBrodir4_Player_Sellsword	Пане!	Sir!	Sir!	Sir!
Narration/&DLC3_Undermountain_MeetBrodir5_Player_Any	Як бажаєте, Перлевіна.	As you wish, Perlevinn.	Wie Ihr wünscht, Perlevinn.	As you wish, Perlevinn.
Narration/&DLC3_Undermountain_MeetBrodir6_Brodir_NPC	Прийнятна назва.	An acceptable address.	Eine akzeptable Anrede.	An acceptable address.
Narration/&DLC3_Undermountain_MeetBrodir7_Brodir_NPC	Пан також підійде, оскільки я командую силами дому.	Sir would also do, as I am in command of the forces of the house.	„Sir“ wäre auch passend, da ich das Kommando über die Streitkräfte des Hauses habe.	Sir would also do, as I am in command of the forces of the house.
Narration/&DLC3_Undermountain_MeetBrodir8_Brodir_NPC	Пані Розумна Голова повідомила мені про ваш візит.	Mistress Wisehead informed me of your visit.	Meisterin Weiskopf hat mich über Euren Besuch informiert.	Mistress Wisehead informed me of your visit.
Narration/&DLC3_Undermountain_MeetBrodir9_Brodir_NPC	Хоча я сумніваюсь, що це ваше місце втручатися у справи клану Кескайнен.	Though I doubt it is your place to mingle in the affairs of the Keskainen Clan.	Allerdings habe ich meine Zweifel, ob es Euch zusteht, Euch in die Angelegenheiten des Clans Keskainen einzumischen.	Though I doubt it is your place to mingle in the affairs of the Keskainen Clan.
Narration/&DLC3_Undermountain_MeetKara10_Kara_NPC	У нас забагато проблем, тут справжній безлад.	We have too many problems, the place is real mess.	Wir haben zu viele Probleme, es ist ein komplettes Chaos.	We have too many problems, the place is real mess.
Narration/&DLC3_Undermountain_MeetKara11_Kara_NPC	Зникнення, бандити, заблокований тунель…	Disappearances, bandits, blocked tunnel…	Verschwundene Leute, Banditen, ein blockierter Tunnel …	Disappearances, bandits, blocked tunnel…
Narration/&DLC3_Undermountain_MeetKara12_Kara_NPC	Ніяк не можу організувати вибори зараз.	No way I can organize an election now.	So kann ich einfach keine Wahl organisieren.	No way I can organize an election now.
Narration/&DLC3_Undermountain_MeetKara13_NOAUDIO_ChoiceA	Зникнення?	Disappearances?	Verschwundene Leute?	Disappearances?
Narration/&DLC3_Undermountain_MeetKara14_NOAUDIO_ChoiceB	Розбійники?	Bandits?	Banditen?	Bandits?
Narration/&DLC3_Undermountain_MeetKara15_NOAUDIO_ChoiceC	Заблокований тунель?	Blocked tunnel?	Blockierter Tunnel?	Blocked tunnel?
Narration/&DLC3_Undermountain_MeetKara16_Player_ChoiceA	Люди зникли?	People disappeared?	Leute sind verschwunden?	People disappeared?
Narration/&DLC3_Undermountain_MeetKara17_Kara_ChoiceA	Так, в основному робітники з Нижнього міста.	Yes, mostly workers from the Lower City.	Ja, größtenteils Arbeiter aus der Unterstadt.	Yes, mostly workers from the Lower City.
